HS8_Code
01011000
01011100
01011910
01011990
01012000
01012100
01012910
01012990
01013000
01019000
01019010
01019090
01021010
01021011
01021012
01021090
01021091
01021092
01022111
01022112
01022191
01022192
01022911
01022912
01022920
01022921
01022922
01022931
01022932
01022941
01022942
01022951
01022952
01022953
01022954
01022960
01022961
01022962
01022991
01022992
01023100
01023910
01023990
01029000
01029011
01029012
01029020
01029021
01029022
01029023
01029024
01029031
01029032
01029041
01029042
01029051
01029052
01029061
01029062
01029063
01029064
01029071
01029072
01029091
01029092
01031000
01039100
01039110
01039120
01039130
01039200
01039210
01039290
01041000
01042000
01051100
01051200
01051300
01051400
01051500
01051900
01051910
01051990
01059100
01059200
01059300
01059400
01059410
01059420
01059900
01060011
01060019
01060020
01060030
01060040
01060090
01061100
01061200
01061300
01061400
01061900
01062000
01063100
01063200
01063300
01063900
01064110
01064190
01064900
01069010
01069020
01069090
02011010
02011020
02011090
02012000
02012010
02012020
02012090
02012091
02012092
02012093
02012094
02012095
02012096
02012099
02013000
02013010
02013020
02013090
02013091
02013092
02013093
02013094
02013095
02013096
02013099
02021010
02021020
02021090
02022000
02022010
02022020
02022030
02022040
02022050
02022060
02022090
02023000
02023010
02023020
02023030
02023040
02023050
02023060
02023090
02031100
02031210
02031220
02031910
02031991
02031999
02032100
02032200
02032210
02032220
02032900
02032910
02032991
02032999
02041000
02042100
02042200
02042300
02043000
02044100
02044200
02044300
02045000
02050000
02061000
02062100
02062200
02062900
02063000
02064100
02064900
02068000
02069000
02071010
02071020
02071090
02071100
02071200
02071300
02071400
02071410
02071490
02072100
02072200
02072300
02072400
02072500
02072600
02072710
02072790
02073100
02073200
02073300
02073400
02073500
02073610
02073690
02073910
02073920
02073990
02074100
02074200
02074300
02074400
02074510
02074590
02075000
02075100
02075200
02075300
02075400
02075500
02075510
02075590
02076000
02081000
02082000
02083000
02084000
02084010
02084090
02085000
02086000
02089000
02089010
02089090
02090000
02091000
02099000
02101110
02101120
02101210
02101290
02101910
02101990
02102000
02109000
02109010
02109090
02109100
02109200
02109300
02109910
02109990
03011000
03011100
03011900
03019100
03019200
03019300
03019400
03019500
03019900
03021100
03021110
03021190
03021210
03021211
03021212
03021220
03021221
03021222
03021230
03021231
03021232
03021240
03021250
03021260
03021290
03021311
03021319
03021321
03021329
03021330
03021340
03021350
03021390
03021411
03021419
03021420
03021900
03022110
03022120
03022130
03022200
03022300
03022400
03022910
03022990
03023100
03023200
03023300
03023400
03023500
03023600
03023900
03023910
03023990
03024000
03024100
03024200
03024300
03024400
03024500
03024600
03024700
03024900
03025010
03025090
03025110
03025190
03025200
03025300
03025400
03025500
03025600
03025910
03025990
03026100
03026200
03026300
03026400
03026500
03026600
03026700
03026800
03026911
03026912
03026921
03026922
03026923
03026924
03026929
03026931
03026932
03026933
03026934
03026935
03026936
03026937
03026938
03026939
03027000
03027010
03027021
03027022
03027029
03027100
03027200
03027300
03027400
03027900
03028100
03028200
03028300
03028400
03028500
03028910
03028911
03028912
03028919
03028920
03028921
03028922
03028923
03028924
03028925
03028926
03028927
03028929
03028930
03028940
03028950
03028980
03028990
03029000
03029100
03029200
03029900
03031010
03031020
03031021
03031022
03031030
03031031
03031032
03031040
03031050
03031090
03031100
03031210
03031220
03031230
03031240
03031290
03031300
03031400
03031900
03031910
03031920
03031930
03031940
03031990
03032100
03032200
03032300
03032400
03032500
03032600
03032900
03032910
03032990
03033100
03033110
03033120
03033130
03033200
03033300
03033400
03033900
03033910
03033990
03034100
03034200
03034300
03034400
03034500
03034600
03034900
03035000
03035100
03035210
03035290
03035300
03035400
03035500
03035600
03035700
03035910
03035990
03036010
03036090
03036100
03036200
03036300
03036310
03036390
03036400
03036500
03036600
03036700
03036800
03036900
03036910
03036990
03037100
03037200
03037300
03037400
03037500
03037600
03037700
03037800
03037911
03037912
03037913
03037914
03037915
03037916
03037919
03037921
03037922
03037923
03037924
03037925
03037926
03037929
03038010
03038020
03038021
03038022
03038029
03038030
03038090
03038100
03038200
03038300
03038400
03038911
03038912
03038913
03038914
03038919
03038921
03038922
03038923
03038924
03038925
03038929
03039010
03039020
03039090
03039110
03039190
03039200
03039900
03041011
03041012
03041013
03041014
03041019
03041021
03041029
03041031
03041032
03041033
03041034
03041035
03041036
03041039
03041051
03041052
03041053
03041054
03041059
03041071
03041072
03041073
03041079
03041090
03041091
03041092
03041110
03041190
03041210
03041290
03041911
03041912
03041913
03041914
03041919
03041921
03041929
03041931
03041939
03041941
03041942
03041943
03041944
03041949
03041951
03041952
03041953
03041959
03041990
03042001
03042002
03042003
03042004
03042005
03042006
03042007
03042008
03042009
